################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.3028004584368897E+00 a      1049     0    53     1     9
  2.6933495547185560E+00 a      1050     0    53     1    10
 -5.5355919065069612E+00 a      1051     0    53     1    11
 -7.7430240120771359E+00 a      1052     0    53     1    12
  1.1191477137373307E+00 a      1053     0    53     1    13
 -6.7460756787558509E+00 a      1054     0    53     1    14
 -8.4571882277000636E+00 a      1055     0    53     1    15
 -9.8841985748281438E+00 a      1056     0    53     1    16
 -6.1351797927209937E+00 a      1057     0    53     1    17
 -1.6473319696902681E+01 a      1058     0    53     1    18
 -2.0602228795963424E+00 a      1059     0    53     1    19
 -6.0977383837074477E+00 a      1060     0    53     1    20
  1.9778363815034013E-02 a      1061     0    54     1     1
  3.1487775577303212E-01 a      1062     0    54     1     2
 -3.4519438586266721E-01 a      1063     0    54     1     3
 -4.1972677982546408E-01 a      1064     0    54     1     4
  1.2129889694896616E-01 a      1065     0    54     1     5
 -2.5565909519655938E-01 a      1066     0    54     1     6
  2.8156649943529183E-01 a      1067     0    54     1     7
 -1.6357769314026552E-01 a      1068     0    54     1     8
  6.4604003657753040E-02 a      1069     0    54     1     9
 -3.7380663091812916E-01 a      1070     0    54     1    10
  1.7097346051601348E-01 a      1071     0    54     1    11
  7.2643454803144702E-01 a      1072     0    54     1    12
  2.5483608744127351E-01 a      1073     0    54     1    13
 -7.4382196580521337E-02 a      1074     0    54     1    14
  8.0543315791698211E-03 a      1075     0    54     1    15
  3.2360118123582648E-01 a      1076     0    54     1    16
 -2.2683781749087242E-01 a      1077     0    54     1    17
  9.1695454126872619E-02 a      1078     0    54     1    18
 -3.7013696433563192E-01 a      1079     0    54     1    19
 -1.0205952860996431E-01 a      1080     0    54     1    20
 -1.5846227430343391E+00 a      1081     0    55     1     1
 -9.9725235678120816E-01 a      1082     0    55     1     2
 -9.3764681706666908E-01 a      1083     0    55     1     3
  3.2788788676183995E+00 a      1084     0    55     1     4
 -6.8121484738487237E-01 a      1085     0    55     1     5
  6.7011631819545392E-02 a      1086     0    55     1     6
 -1.0757041529127680E+00 a      1087     0    55     1     7
  3.2709194824654592E-01 a      1088     0    55     1     8
  2.5717093205322472E-01 a      1089     0    55     1     9
  4.6604564617557709E-01 a      1090     0    55     1    10
 -2.2285126969165597E-01 a      1091     0    55     1    11
 -1.1095403738273832E+00 a      1092     0    55     1    12
 -1.6797678296517258E+00 a      1093     0    55     1    13
  2.3801686960215102E-01 a      1094     0    55     1    14
  6.0722027229049169E-01 a      1095     0    55     1    15
 -2.3331497116236166E+00 a      1096     0    55     1    16
  6.2581867732701690E-01 a      1097     0    55     1    17
 -1.1479444016773515E+00 a      1098     0    55     1    18
  6.0902615038818086E-01 a      1099     0    55     1    19
 -4.7378605074412017E-01 a      1100     0    55     1    20
  1.2402669505015820E+00 a      1101     0    56     1     1
 -1.5481078881086339E+00 a      1102     0    56     1     2
 -4.1212728623662853E-01 a      1103     0    56     1     3
 -2.8363535081893549E+00 a      1104     0    56     1     4
  5.4504200303002237E-01 a      1105     0    56     1     5
 -8.4279316351987199E-01 a      1106     0    56     1     6
 -1.4391905507531533E+00 a      1107     0    56     1     7
  6.4304006166041261E-01 a      1108     0    56     1     8
 -3.8010087686686606E-01 a      1109     0    56     1     9
 -6.6976680155000234E-01 a      1110     0    56     1    10
  1.6195886391414838E+00 a      1111     0    56     1    11
  1.1864620713531688E+00 a      1112     0    56     1    12
  1.1221238634539438E-01 a      1113     0    56     1    13
  8.3282595558309147E-01 a      1114     0    56     1    14
  3.1543845156861328E+00 a      1115     0    56     1    15
  1.0314859337301912E+00 a      1116     0    56     1    16
  2.8915651635748024E-01 a      1117     0    56     1    17
  2.8939394554283826E+00 a      1118     0    56     1    18
  1.3105934059179272E+00 a      1119     0    56     1    19
  1.6951993742175251E+00 a      1120     0    56     1    20
 -1.5180763909654500E+00 b      1121     1     1
  4.2345813972997887E-01 b      1122     1     2
  6.2130234170727927E-01 b      1123     1     3
 -9.5680929567554918E-01 b      1124     1     4
  2.7376383409626914E-01 b      1125     1     5
 -1.0753357624598407E+00 b      1126     1     6
 -2.4592917962983749E-01 b      1127     1     7
  1.6306170402309510E+00 b      1128     1     8
 -1.2138264018956946E+00 b      1129     1     9
 -5.1906089085023543E-01 b      1130     1    10
 -4.6194132595318771E-01 b      1131     1    11
 -2.1741843982723588E-01 b      1132     1    12
  1.9458501561191337E+00 b      1133     1    13
  5.0043868486240754E-02 b      1134     1    14
  7.0603964919685758E-01 b      1135     1    15
  4.2677167590856568E-01 b      1136     1    16
  5.5978922281052368E-01 b      1137     1    17
 -5.2240859399828787E-01 b      1138     1    18
  1.1165206013136235E+00 b      1139     1    19
 -2.2688787562034832E-01 b      1140     1    20
 -9.1278825629505178E-01 a      1141     1     1     2     1
 -1.6003251580050097E+00 a      1142     1     1     2     2
  1.0962568399294245E-01 a      1143     1     1     2     3
 -9.7199262250012453E-01 a      1144     1     1     2     4
 -3.8815918917429477E-02 a      1145     1     1     2     5
  2.1317869996164909E+00 a      1146     1     1     2     6
  5.3182029849182216E-02 a      1147     1     1     2     7
  1.0894696215624053E+00 a      1148     1     1     2     8
  5.1590495962515026E-01 a      1149     1     1     2     9
  8.6968596833777456E-01 a      1150     1     1     2    10
 -2.2324117210140726E-01 a      1151     1     2     2     1
 -9.6234385450135795E-02 a      1152     1     2     2     2
 -4.5500569228170490E-01 a      1153     1     2     2     3
 -1.9094204348463137E-03 a      1154     1     2     2     4
  8.8258496759696485E-03 a      1155     1     2     2     5
 -2.5835736196050712E-02 a      1156     1     2     2     6
  2.2174210157322699E-01 a      1157     1     2     2     7
 -9.3564218985352540E-02 a      1158     1     2     2     8
  1.5398173693663450E-01 a      1159     1     2     2     9
  6.7285007461499136E-01 a      1160     1     2     2    10
 -3.0382889519860307E-01 a      1161     1     3     2     1
  9.1101088037383815E-02 a      1162     1     3     2     2
  2.6367209458956087E-01 a      1163     1     3     2     3
 -1.7837663914338345E-01 a      1164     1     3     2     4
  3.5854928466433345E-01 a      1165     1     3     2     5
  1.0443099437692709E-01 a      1166     1     3     2     6
  2.9629486231445741E-02 a      1167     1     3     2     7
  2.5076868510833624E-02 a      1168     1     3     2     8
 -4.0343793673094062E-02 a      1169     1     3     2     9
  2.0570655460518856E-02 a      1170     1     3     2    10
  6.3399981310273579E-02 a      1171     1     4     2     1
  1.2961900745517460E-01 a      1172     1     4     2     2
 -5.5599868016645362E-03 a      1173     1     4     2     3
 -9.2611267150826612E-02 a      1174     1     4     2     4
 -2.3948061248606109E-01 a      1175     1     4     2     5
  5.6967945164537404E-02 a      1176     1     4     2     6
 -1.2581748962551664E-01 a      1177     1     4     2     7
  4.9196185356640776E-02 a      1178     1     4     2     8
 -1.2753951846788358E-01 a      1179     1     4     2     9
 -9.6195556551284522E-01 a      1180     1     4     2    10
 -1.4823799047361574E-01 a      1181     1     5     2     1
  2.1835641311801650E-02 a      1182     1     5     2     2
  1.2121461928140932E-02 a      1183     1     5     2     3
  1.4237914600253310E-01 a      1184     1     5     2     4
  2.8039801296866694E-02 a      1185     1     5     2     5
  4.6498020497467540E-01 a      1186     1     5     2     6
 -8.3067364635628207E-02 a      1187     1     5     2     7
 -4.3930938796916247E-01 a      1188     1     5     2     8
  3.4151512860432731E-01 a      1189     1     5     2     9
  5.3045768452296893E-01 a      1190     1     5     2    10
 -3.7407994014219965E-02 a      1191     1     6     2     1
  4.4672552147403471E-01 a      1192     1     6     2     2
  1.8018976966826208E-01 a      1193     1     6     2     3
  6.5871828889521222E-01 a      1194     1     6     2     4
 -4.4794274627633851E-01 a      1195     1     6     2     5
 -7.2524206120601675E-02 a      1196     1     6     2     6
 -8.5409485625184878E-01 a      1197     1     6     2     7
 -3.4023050856369130E-01 a      1198     1     6     2     8
 -1.7951302880966341E-01 a      1199     1     6     2     9
 -2.6513363174245946E-01 a      1200     1     6     2    10
 -4.7653778690062898E-01 a      1201     1     7     2     1
 -4.9091623064061923E-02 a      1202     1     7     2     2
 -5.4619957113198159E-01 a      1203     1     7     2     3
 -6.6092916936580970E-01 a      1204     1     7     2     4
 -1.0698407248668419E-01 a      1205     1     7     2     5
  5.4288197777600605E-02 a      1206     1     7     2     6
 -4.4297839260475680E-01 a      1207     1     7     2     7
  2.7111734033593998E-02 a      1208     1     7     2     8
  2.2309794001732289E-04 a      1209     1     7     2     9
  4.0942276830710733E-01 a      1210     1     7     2    10
 -1.8585924920174723E-01 a      1211     1     8     2     1
  1.2648361689613379E+00 a      1212     1     8     2     2
 -1.5343666319422883E-01 a      1213     1     8     2     3
  2.3503651625121405E-01 a      1214     1     8     2     4
 -4.6361497702709462E-02 a      1215     1     8     2     5
 -5.8117951866169459E-01 a      1216     1     8     2     6
  5.1020087618940979E-01 a      1217     1     8     2     7
 -1.3269533263673179E+00 a      1218     1     8     2     8
 -5.4397021045531091E-01 a      1219     1     8     2     9
 -1.5826697504218584E-02 a      1220     1     8     2    10
 -2.6676934887448719E-03 a      1221     1     9     2     1
  2.0062205690521773E-01 a      1222     1     9     2     2
  1.1892079365807777E+00 a      1223     1     9     2     3
 -6.0979799826072179E-01 a      1224     1     9     2     4
 -6.5811703418605927E-01 a      1225     1     9     2     5
 -1.2286905682091007E-01 a      1226     1     9     2     6
  4.7363252834522679E-01 a      1227     1     9     2     7
 -1.5073674294378001E-01 a      1228     1     9     2     8
 -2.5485678940412054E-01 a      1229     1     9     2     9
  1.4987726952239385E-03 a      1230     1     9     2    10
 -1.7170079759831061E-01 a      1231     1    10     2     1
  4.7873364196875268E-02 a      1232     1    10     2     2
  1.7651825304175742E-01 a      1233     1    10     2     3
 -1.6035940649810004E-01 a      1234     1    10     2     4
  7.6581468758127413E-01 a      1235     1    10     2     5
  1.2199218446147903E-02 a      1236     1    10     2     6
 -1.1994711140141251E-02 a      1237     1    10     2     7
  5.5606532731991995E-02 a      1238     1    10     2     8
 -1.9489825238833491E-01 a      1239     1    10     2     9
  1.0871410125723291E-01 a      1240     1    10     2    10
  8.0744833275203709E-01 a      1241     1    11     2     1
 -8.2887074633232055E-02 a      1242     1    11     2     2
  5.3835000620359542E-02 a      1243     1    11     2     3
  1.9506818680771212E-01 a      1244     1    11     2     4
  2.2028389560597034E-01 a      1245     1    11     2     5
 -1.0719009814380707E-01 a      1246     1    11     2     6
 -3.6036707922061750E-01 a      1247     1    11     2     7
  6.3914678841105954E-01 a      1248     1    11     2     8
  1.7655081456882185E-01 a      1249     1    11     2     9
 -4.4167255742496442E-02 a      1250     1    11     2    10
  2.9121478867325157E-01 a      1251     1    12     2     1
 -1.6212947283731103E-02 a      1252     1    12     2     2
  1.5634050039103806E-01 a      1253     1    12     2     3
 -1.9766477578006519E-01 a      1254     1    12     2     4
 -6.1846553024227757E-01 a      1255     1    12     2     5
  6.7417453295275057E-02 a      1256     1    12     2     6
 -1.1007759550151287E-01 a      1257     1    12     2     7
  2.8701362392208013E-01 a      1258     1    12     2     8
  1.3251544025131498E-01 a      1259     1    12     2     9
 -7.6750835744305995E-02 a      1260     1    12     2    10
  1.1592003945026055E+00 a      1261     1    13     2     1
 -1.1734601375462714E-01 a      1262     1    13     2     2
  3.2084195592902104E-01 a      1263     1    13     2     3
 -7.3057449780220129E-01 a      1264     1    13     2     4
 -6.3475747355699630E-01 a      1265     1    13     2     5
  4.1567765832711290E-01 a      1266     1    13     2     6
  2.9850378453005082E-02 a      1267     1    13     2     7
  3.3708293890898022E-01 a      1268     1    13     2     8
  1.6648689296401482E+00 a      1269     1    13     2     9
  1.3949623291497548E+00 a      1270     1    13     2    10
 -3.0873876470022693E-01 a      1271     1    14     2     1
  6.9202837347798640E-02 a      1272     1    14     2     2
 -3.3694871566303164E-01 a      1273     1    14     2     3
  5.3654324182611357E-01 a      1274     1    14     2     4
 -1.4147017218346528E-01 a      1275     1    14     2     5
 -1.3926983120581740E-01 a      1276     1    14     2     6
  9.0416582654483135E-01 a      1277     1    14     2     7
  1.0426977654706787E-01 a      1278     1    14     2     8
 -2.2338786883258493E-01 a      1279     1    14     2     9
  1.8433408307993823E-01 a      1280     1    14     2    10
 -4.8590343816269399E-01 a      1281     1    15     2     1
 -9.5919761025604011E-02 a      1282     1    15     2     2
  1.5604312871561657E-03 a      1283     1    15     2     3
  4.5734325151710037E-01 a      1284     1    15     2     4
  1.0696928070094143E-01 a      1285     1    15     2     5
  5.3326334254797606E-03 a      1286     1    15     2     6
 -3.6686958751082549E-01 a      1287     1    15     2     7
 -1.9082357389468252E-01 a      1288     1    15     2     8
 -4.9619167530034244E-02 a      1289     1    15     2     9
  2.2681262028392107E-01 a      1290     1    15     2    10
  1.1124213029986964E-01 a      1291     1    16     2     1
 -2.7420813004631638E-02 a      1292     1    16     2     2
 -1.6475916704256874E-01 a      1293     1    16     2     3
  2.2630784062726872E-01 a      1294     1    16     2     4
  3.0399689812445124E-01 a      1295     1    16     2     5
 -6.0161156608322525E-02 a      1296     1    16     2     6
  2.9812064577532571E-01 a      1297     1    16     2     7
 -1.1158706670285483E-01 a      1298     1    16     2     8
 -8.1537626074973155E-02 a      1299     1    16     2     9
  9.2107590771418293E-02 a      1300     1    16     2    10
  2.3996785675449830E-01 a      1301     1    17     2     1
 -5.5645827298281256E-02 a      1302     1    17     2     2
 -8.3825326349160345E-02 a      1303     1    17     2     3
 -5.6911744645484275E-01 a      1304     1    17     2     4
 -9.4933084059486611E-02 a      1305     1    17     2     5
 -6.5424811948616973E-05 a      1306     1    17     2     6
  2.8711816599218531E-01 a      1307     1    17     2     7
  5.2885253436425937E-02 a      1308     1    17     2     8
  1.5550682761809771E-02 a      1309     1    17     2     9
  2.8943339952380065E-01 a      1310     1    17     2    10
  2.4161801560198277E-02 a      1311     1    18     2     1
  1.5160176865305136E-01 a      1312     1    18     2     2
  1.6854275970023941E-01 a      1313     1    18     2     3
 -3.5141292841723476E-01 a      1314     1    18     2     4
 -3.3415350192750254E-01 a      1315     1    18     2     5
 -6.1256226974297171E-03 a      1316     1    18     2     6
  1.0303413481133895E-01 a      1317     1    18     2     7
 -1.8156176384905762E-01 a      1318     1    18     2     8
  5.8120014587721383E-02 a      1319     1    18     2     9
  1.2975503448314016E-01 a      1320     1    18     2    10
  6.2944928218352569E-01 a      1321     1    19     2     1
  6.2510052804783334E-01 a      1322     1    19     2     2
  2.7343400300639126E-01 a      1323     1    19     2     3
 -1.1288639373700231E+00 a      1324     1    19     2     4
  6.3404404634488742E-01 a      1325     1    19     2     5
 -8.4851071126944155E-01 a      1326     1    19     2     6
 -6.8483084713642683E-01 a      1327     1    19     2     7
  1.5143807861225830E-01 a      1328     1    19     2     8
 -6.8361667060404807E-02 a      1329     1    19     2     9
 -5.9745907648979368E-01 a      1330     1    19     2    10
 -3.8351510674490924E-01 a      1331     1    20     2     1
  1.9598370716425513E-02 a      1332     1    20     2     2
  6.5223086201644098E-01 a      1333     1    20     2     3
  2.0026814456739709E-04 a      1334     1    20     2     4
  1.2549472519334744E-02 a      1335     1    20     2     5
  7.2598213360977493E-02 a      1336     1    20     2     6
  4.0685709396351119E-02 a      1337     1    20     2     7
 -8.9668391818231094E-03 a      1338     1    20     2     8
 -4.3371698635051512E-02 a      1339     1    20     2     9
 -1.5636541552234495E-02 a      1340     1    20     2    10
 -7.9738336787205322E-01 b      1341     2     1
 -3.2962831693581935E+00 b      1342     2     2
  2.2515777946290911E+00 b      1343     2     3
 -6.7102393288575402E-01 b      1344     2     4
 -1.7519809470133001E+00 b      1345     2     5
  3.4994980896953023E+00 b      1346     2     6
 -1.8603173451830513E-01 b      1347     2     7
  5.0162905495206311E-01 b      1348     2     8
 -1.7913472116814648E+00 b      1349     2     9
 -2.8144673758226801E+00 b      1350     2    10
  6.7462135912728050E-01 a      1351     2     1     3     1
 -2.6799033143239792E+00 a      1352     2     2     3     1
 -1.1240397337660692E+00 a      1353     2     3     3     1
  4.4047054031305671E-01 a      1354     2     4     3     1
  3.9430830391733263E-01 a      1355     2     5     3     1
  2.7049754201219116E+00 a      1356     2     6     3     1
  2.6979112174274367E-01 a      1357     2     7     3     1
  1.5799594971118744E+00 a      1358     2     8     3     1
  2.4177357269862099E+00 a      1359     2     9     3     1
  9.4180527796020097E-01 a      1360     2    10     3     1
  1.7439677377672083E+00 b      1361     3     1
