################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.6379895478570676E-01 a       531     0    27     1    11
  1.7062420607690418E+00 a       532     0    27     1    12
 -1.2115662452451145E+01 a       533     0    27     1    13
  1.3990154695265802E+00 a       534     0    27     1    14
 -1.9302483043696601E+00 a       535     0    27     1    15
 -3.5060311813084883E+00 a       536     0    27     1    16
 -4.9101972581351898E+00 a       537     0    27     1    17
 -1.3094529862992591E+01 a       538     0    27     1    18
  2.8526064375759674E-01 a       539     0    27     1    19
 -6.0690591470135269E+00 a       540     0    27     1    20
  1.5223496037533693E-01 a       541     0    28     1     1
  1.7443720343490007E-01 a       542     0    28     1     2
 -7.3767681335785340E-01 a       543     0    28     1     3
 -1.7421717537829060E+00 a       544     0    28     1     4
  8.9251866573130489E-01 a       545     0    28     1     5
 -2.6503243765764481E+00 a       546     0    28     1     6
  7.7597321128685726E-01 a       547     0    28     1     7
 -1.0184661051743806E+00 a       548     0    28     1     8
  5.4663791280006979E-01 a       549     0    28     1     9
  2.2166545345211930E-01 a       550     0    28     1    10
 -5.6707728447791393E-02 a       551     0    28     1    11
  4.6563630069110040E-01 a       552     0    28     1    12
  2.3331009376950512E-01 a       553     0    28     1    13
  4.4941319595029244E-01 a       554     0    28     1    14
 -1.1935574245315665E-01 a       555     0    28     1    15
 -5.9024247929130114E-01 a       556     0    28     1    16
 -4.1532122324125114E+00 a       557     0    28     1    17
  1.0647834555864125E-01 a       558     0    28     1    18
  3.3764932971123202E-01 a       559     0    28     1    19
 -1.3957850174855186E+00 a       560     0    28     1    20
 -3.5752041237075368E+01 a       561     0    29     1     1
  3.3393144029681512E+00 a       562     0    29     1     2
  1.8156123524352617E+02 a       563     0    29     1     3
  1.7097010572450665E+02 a       564     0    29     1     4
  1.4557162330330544E+02 a       565     0    29     1     5
  6.9735141286316619E+01 a       566     0    29     1     6
 -1.0796134627158649E+02 a       567     0    29     1     7
  3.5471006755640525E+02 a       568     0    29     1     8
 -5.3269356724102416E+01 a       569     0    29     1     9
  2.0662171805503320E+01 a       570     0    29     1    10
  5.4857653952934649E-01 a       571     0    29     1    11
  7.6609810657134103E+00 a       572     0    29     1    12
 -8.9580123263662244E+01 a       573     0    29     1    13
 -3.8344618508992390E+01 a       574     0    29     1    14
  1.1715310685330860E+02 a       575     0    29     1    15
  2.2408808198306811E+01 a       576     0    29     1    16
  2.7020451263124363E+02 a       577     0    29     1    17
  1.4135667914070626E+02 a       578     0    29     1    18
  2.3414081275955471E+01 a       579     0    29     1    19
  8.8669358040513842E+01 a       580     0    29     1    20
 -1.7888454712320417E+01 a       581     0    30     1     1
  7.1283986710789948E+00 a       582     0    30     1     2
  1.1330997521973062E+02 a       583     0    30     1     3
 -1.1081860379058590E+02 a       584     0    30     1     4
  2.1398964471420817E+02 a       585     0    30     1     5
 -1.9542375358563660E+01 a       586     0    30     1     6
 -1.3005269088052405E+01 a       587     0    30     1     7
 -3.1845933034860684E+02 a       588     0    30     1     8
 -9.2767763778399974E+00 a       589     0    30     1     9
 -3.1815623971587232E+00 a       590     0    30     1    10
  2.1845707467423581E+00 a       591     0    30     1    11
 -4.8532220676045439E+00 a       592     0    30     1    12
  1.9060163711706957E+02 a       593     0    30     1    13
 -1.1294377833311488E+01 a       594     0    30     1    14
  1.0926225492142587E+01 a       595     0    30     1    15
  1.9257646079171540E+01 a       596     0    30     1    16
 -1.3772284618146955E+02 a       597     0    30     1    17
  2.1124711294272743E+02 a       598     0    30     1    18
  7.0798123893038190E+00 a       599     0    30     1    19
  7.1757510373138700E+01 a       600     0    30     1    20
  9.7530956571736283E-01 a       601     0    31     1     1
 -1.4516158758909048E-01 a       602     0    31     1     2
 -5.2928203605885038E+00 a       603     0    31     1     3
 -4.0604020223420747E+00 a       604     0    31     1     4
 -3.6551602090329198E+00 a       605     0    31     1     5
 -1.7740300382919845E+00 a       606     0    31     1     6
  3.3085509315868316E+00 a       607     0    31     1     7
 -8.9726568138433240E+00 a       608     0    31     1     8
  2.2772307941638044E+00 a       609     0    31     1     9
 -4.9220392953708997E-01 a       610     0    31     1    10
  7.0149324970121317E-03 a       611     0    31     1    11
 -1.5053439911676955E-01 a       612     0    31     1    12
  1.0249849683938694E+00 a       613     0    31     1    13
  9.5411093720042184E-01 a       614     0    31     1    14
 -3.6764863225889717E+00 a       615     0    31     1    15
 -5.8268360550378406E-01 a       616     0    31     1    16
 -8.0564363072327811E+00 a       617     0    31     1    17
 -3.3548805458625881E+00 a       618     0    31     1    18
 -6.8480377386987912E-01 a       619     0    31     1    19
 -3.0892861971659902E+00 a       620     0    31     1    20
  7.2488826288334751E-01 a       621     0    32     1     1
 -2.3799060439931466E-01 a       622     0    32     1     2
 -3.8814584354861861E+00 a       623     0    32     1     3
  2.9619497547328120E+00 a       624     0    32     1     4
 -6.3678520773769742E+00 a       625     0    32     1     5
  1.3421456150545032E+00 a       626     0    32     1     6
  4.6450997158274360E-01 a       627     0    32     1     7
  1.0014713374736880E+01 a       628     0    32     1     8
 -3.3972799243247737E-01 a       629     0    32     1     9
  6.6688370345086359E-02 a       630     0    32     1    10
 -1.9921952379569940E-01 a       631     0    32     1    11
  7.1461528989592293E-02 a       632     0    32     1    12
 -5.2383745626431093E+00 a       633     0    32     1    13
  3.7491278021338176E-01 a       634     0    32     1    14
 -5.6380986962370971E-01 a       635     0    32     1    15
 -5.4292176543640958E-01 a       636     0    32     1    16
  3.9616897875656645E+00 a       637     0    32     1    17
 -7.2937091764258026E+00 a       638     0    32     1    18
 -5.6929040291459230E-03 a       639     0    32     1    19
 -1.6730282289372240E+00 a       640     0    32     1    20
  2.1708271025220292E+00 a       641     0    33     1     1
 -2.2108384119169436E-01 a       642     0    33     1     2
 -1.1262661929197124E+01 a       643     0    33     1     3
 -1.1189264619041960E+01 a       644     0    33     1     4
 -8.4276868998791876E+00 a       645     0    33     1     5
 -5.7802089763612887E+00 a       646     0    33     1     6
  5.7257554185292188E+00 a       647     0    33     1     7
 -2.5106821189586224E+01 a       648     0    33     1     8
  1.7536125623275358E+00 a       649     0    33     1     9
 -1.3653355831273777E+00 a       650     0    33     1    10
 -3.1159659275144441E-02 a       651     0    33     1    11
 -4.1031756838623273E-01 a       652     0    33     1    12
  7.7852582059216200E+00 a       653     0    33     1    13
  2.6450277374520850E+00 a       654     0    33     1    14
 -6.3033941537125449E+00 a       655     0    33     1    15
 -1.4364929810813962E+00 a       656     0    33     1    16
 -1.6217155944173751E+01 a       657     0    33     1    17
 -9.9105669238111727E+00 a       658     0    33     1    18
 -1.6012990341923250E+00 a       659     0    33     1    19
 -5.5718438551280389E+00 a       660     0    33     1    20
  9.8548836611632940E-01 a       661     0    34     1     1
 -4.8514771528469169E-01 a       662     0    34     1     2
 -6.8475892942324466E+00 a       663     0    34     1     3
  8.7726171462038707E+00 a       664     0    34     1     4
 -1.4733047623078289E+01 a       665     0    34     1     5
  7.5154682787529492E-01 a       666     0    34     1     6
 -5.8327213371222220E-01 a       667     0    34     1     7
  1.8572286167199220E+01 a       668     0    34     1     8
  9.8277394417079433E-01 a       669     0    34     1     9
  1.0291482874657078E-01 a       670     0    34     1    10
 -1.7939377971768894E-01 a       671     0    34     1    11
  2.9674725773916427E-01 a       672     0    34     1    12
 -1.3461581410003479E+01 a       673     0    34     1    13
  4.7180775526197394E-01 a       674     0    34     1    14
 -4.5091347749495869E-01 a       675     0    34     1    15
 -1.4202460336695295E+00 a       676     0    34     1    16
  9.0482454942124448E+00 a       677     0    34     1    17
 -1.2396462120405447E+01 a       678     0    34     1    18
 -3.6134514375378529E-01 a       679     0    34     1    19
 -4.9839962049045061E+00 a       680     0    34     1    20
  4.3376122903418546E+00 a       681     0    35     1     1
 -4.4040221880630764E-01 a       682     0    35     1     2
 -2.0682495137191385E+01 a       683     0    35     1     3
 -2.0594915650587403E+01 a       684     0    35     1     4
 -1.8227823931739469E+01 a       685     0    35     1     5
 -5.4587631284864235E+00 a       686     0    35     1     6
  1.4232661643329978E+01 a       687     0    35     1     7
 -3.5445642750955621E+01 a       688     0    35     1     8
  5.6747992695184877E+00 a       689     0    35     1     9
 -2.3814070991851746E+00 a       690     0    35     1    10
  1.0378085893507391E-01 a       691     0    35     1    11
 -7.1727797920264857E-01 a       692     0    35     1    12
  8.5102405616960581E+00 a       693     0    35     1    13
  4.6269434214854295E+00 a       694     0    35     1    14
 -1.3743399750568981E+01 a       695     0    35     1    15
 -2.4790696939379506E+00 a       696     0    35     1    16
 -3.1282601789200712E+01 a       697     0    35     1    17
 -1.5740988686477918E+01 a       698     0    35     1    18
 -3.2950553193734735E+00 a       699     0    35     1    19
 -1.0281397526920866E+01 a       700     0    35     1    20
  1.8806657577333232E+00 a       701     0    36     1     1
 -9.3108328615435465E-01 a       702     0    36     1     2
 -1.2887920857478102E+01 a       703     0    36     1     3
  1.1576927388560065E+01 a       704     0    36     1     4
 -2.3435243910280292E+01 a       705     0    36     1     5
  3.2189372074229325E+00 a       706     0    36     1     6
  2.1614086672272421E+00 a       707     0    36     1     7
  3.7795109321830530E+01 a       708     0    36     1     8
  1.4894180538476369E+00 a       709     0    36     1     9
  2.5372094647081328E-01 a       710     0    36     1    10
 -1.7870714280675587E-01 a       711     0    36     1    11
  4.8272926119481968E-01 a       712     0    36     1    12
 -2.0117486382902076E+01 a       713     0    36     1    13
  1.1747265330088592E+00 a       714     0    36     1    14
 -7.2850049817360707E-01 a       715     0    36     1    15
 -2.3058979323856854E+00 a       716     0    36     1    16
  1.5822681559330919E+01 a       717     0    36     1    17
 -2.4415704421584646E+01 a       718     0    36     1    18
 -3.7184440245805828E-01 a       719     0    36     1    19
 -7.2756098731924910E+00 a       720     0    36     1    20
  5.4092927184009953E+00 a       721     0    37     1     1
 -1.0626406332724325E+00 a       722     0    37     1     2
 -9.1905297153765559E+00 a       723     0    37     1     3
  5.0930525714795829E+00 a       724     0    37     1     4
 -7.8412032480970497E+00 a       725     0    37     1     5
 -1.4800265962605584E+01 a       726     0    37     1     6
 -1.2181526725182008E+00 a       727     0    37     1     7
 -6.5196644288376561E+01 a       728     0    37     1     8
  2.4779038700351503E+01 a       729     0    37     1     9
  6.0105834508648410E+00 a       730     0    37     1    10
 -4.1389867879775135E+00 a       731     0    37     1    11
 -4.1865426025527546E+00 a       732     0    37     1    12
  2.5014973567081089E+01 a       733     0    37     1    13
  6.4840989793680244E+00 a       734     0    37     1    14
 -1.9021436615623582E+01 a       735     0    37     1    15
  5.3207641713886771E+00 a       736     0    37     1    16
 -3.8398152461007854E+01 a       737     0    37     1    17
 -1.8257301938726187E+01 a       738     0    37     1    18
  5.0904492764441507E+00 a       739     0    37     1    19
 -2.4258911979442026E+01 a       740     0    37     1    20
  1.2729342089887199E+01 a       741     0    38     1     1
  3.5089939491499944E+00 a       742     0    38     1     2
 -5.0836387246909375E+01 a       743     0    38     1     3
  2.2330953534596141E+01 a       744     0    38     1     4
 -3.3042530569339540E+01 a       745     0    38     1     5
 -1.4400739745093681E+01 a       746     0    38     1     6
  1.2421815706617140E+01 a       747     0    38     1     7
  5.0393728818484739E+01 a       748     0    38     1     8
  6.5620869712849714E+00 a       749     0    38     1     9
  3.2649109307893229E+00 a       750     0    38     1    10
 -1.0478345010330476E+00 a       751     0    38     1    11
  2.0887226587779133E+00 a       752     0    38     1    12
 -8.1185670807797891E+01 a       753     0    38     1    13
  3.5981354386012803E+00 a       754     0    38     1    14
 -4.3207376260621970E+00 a       755     0    38     1    15
 -2.4300236169461433E+00 a       756     0    38     1    16
  3.1743477746939771E+01 a       757     0    38     1    17
 -5.2047149556557102E+01 a       758     0    38     1    18
  1.4852694604369814E+00 a       759     0    38     1    19
 -1.8530629566831625E+01 a       760     0    38     1    20
  2.9478180760229082E+00 a       761     0    39     1     1
 -1.3401129011552415E+00 a       762     0    39     1     2
  2.2410617858257011E+00 a       763     0    39     1     3
  1.9472689366402157E+01 a       764     0    39     1     4
  3.4145234797820891E+01 a       765     0    39     1     5
 -1.7331694135345582E+01 a       766     0    39     1     6
 -1.0527773127257774E+01 a       767     0    39     1     7
 -7.1520540460372445E+01 a       768     0    39     1     8
  1.2610796706563219E+01 a       769     0    39     1     9
  7.8307653694858619E+00 a       770     0    39     1    10
 -4.6870061782975920E+00 a       771     0    39     1    11
 -4.9278041284317471E+00 a       772     0    39     1    12
  2.9968073076700868E+01 a       773     0    39     1    13
  1.4138857954356150E+00 a       774     0    39     1    14
 -1.9714547399205827E+01 a       775     0    39     1    15
  5.8256556466063714E+00 a       776     0    39     1    16
 -2.3474343411451340E+01 a       777     0    39     1    17
 -1.7656142747249810E+01 a       778     0    39     1    18
  1.1305547366148408E+01 a       779     0    39     1    19
 -1.7143870108749898E+01 a       780     0    39     1    20
  1.5921459059902622E+01 a       781     0    40     1     1
  6.1486647160015186E+00 a       782     0    40     1     2
 -5.3387994264497124E+01 a       783     0    40     1     3
  3.2698462978089331E+01 a       784     0    40     1     4
 -4.9859346742912429E+01 a       785     0    40     1     5
 -2.8145257137537360E+01 a       786     0    40     1     6
  1.2587220266343868E+01 a       787     0    40     1     7
  3.7575714222480151E+01 a       788     0    40     1     8
 -6.4854009340321603E+00 a       789     0    40     1     9
  6.2784579051743732E+00 a       790     0    40     1    10
 -1.8853288461876778E+00 a       791     0    40     1    11
  3.6236234208021316E+00 a       792     0    40     1    12
 -8.2053398615476880E+01 a       793     0    40     1    13
  6.0723417547474492E+00 a       794     0    40     1    14
  2.8036574771032456E+00 a       795     0    40     1    15
 -2.9743763748467136E+00 a       796     0    40     1    16
  2.7593205953567146E+01 a       797     0    40     1    17
 -5.7443509720710416E+01 a       798     0    40     1    18
  1.7853415713570269E+00 a       799     0    40     1    19
 -2.4769489620114342E+01 a       800     0    40     1    20
  5.4370443869606531E+00 a       801     0    41     1     1
  3.4211833283293286E-01 a       802     0    41     1     2
 -1.3670747561089565E+01 a       803     0    41     1     3
 -8.5696340806504736E+00 a       804     0    41     1     4
 -1.2699391432963488E+01 a       805     0    41     1     5
  1.8090839140998831E+00 a       806     0    41     1     6
  7.6450928874982313E+00 a       807     0    41     1     7
 -1.0016890483014770E+01 a       808     0    41     1     8
  2.2434450048976906E+00 a       809     0    41     1     9
 -1.6474238350494479E+00 a       810     0    41     1    10
  3.5170247376067681E-01 a       811     0    41     1    11
 -1.9814000137272278E-01 a       812     0    41     1    12
 -4.4691471433368006E+00 a       813     0    41     1    13
  5.8006837856491371E+00 a       814     0    41     1    14
 -1.1788851257075470E+01 a       815     0    41     1    15
  2.3936466621703678E+00 a       816     0    41     1    16
 -1.6342398743231559E+01 a       817     0    41     1    17
 -1.5794705488173182E+01 a       818     0    41     1    18
 -2.3632319042642322E+00 a       819     0    41     1    19
 -1.7593667300524192E+00 a       820     0    41     1    20
  5.3880318688701010E+00 a       821     0    42     1     1
 -8.0572132971861410E-01 a       822     0    42     1     2
 -2.9913490003747459E+01 a       823     0    42     1     3
  2.7664401863808642E+01 a       824     0    42     1     4
 -5.2848076416128457E+01 a       825     0    42     1     5
  2.7545524342432977E+00 a       826     0    42     1     6
  4.8532124240070962E+00 a       827     0    42     1     7
  7.5696943621603580E+01 a       828     0    42     1     8
  1.9200027954981902E+00 a       829     0    42     1     9
  1.5122848780559828E+00 a       830     0    42     1    10
 -8.4855345030546747E-01 a       831     0    42     1    11
  1.5470237261349260E+00 a       832     0    42     1    12
 -4.8981848590807488E+01 a       833     0    42     1    13
  3.1496175889638218E+00 a       834     0    42     1    14
  9.7263147876822109E-02 a       835     0    42     1    15
 -4.9922682287402163E+00 a       836     0    42     1    16
  3.3179403624883804E+01 a       837     0    42     1    17
 -5.2201604253485215E+01 a       838     0    42     1    18
 -5.0782578695053260E-01 a       839     0    42     1    19
 -1.8275282336740400E+01 a       840     0    42     1    20
  1.5914737476707002E+00 a       841     0    43     1     1
  2.2773072619093315E+00 a       842     0    43     1     2
 -1.6223522703592963E+01 a       843     0    43     1     3
 -6.2031718266957403E-01 a       844     0    43     1     4
 -8.3797514261620751E+00 a       845     0    43     1     5
 -1.8295586084604685E+00 a       846     0    43     1     6
 -4.5276168881508614E+00 a       847     0    43     1     7
 -1.0526101018598487E+01 a       848     0    43     1     8
  5.6135531870764535E+00 a       849     0    43     1     9
 -9.3443795747538333E-02 a       850     0    43     1    10
 -8.8372836379332054E-01 a       851     0    43     1    11
 -6.3290097753331853E-01 a       852     0    43     1    12
 -1.3383146981886631E+01 a       853     0    43     1    13
  2.4103117538341370E+00 a       854     0    43     1    14
 -1.5127423018954669E+01 a       855     0    43     1    15
  9.7694428266148003E-01 a       856     0    43     1    16
 -2.1833984652544025E+01 a       857     0    43     1    17
 -1.9440622139400453E+01 a       858     0    43     1    18
  5.3648552802482374E-01 a       859     0    43     1    19
 -8.3118019101452001E-01 a       860     0    43     1    20
  3.2663034407545202E+00 a       861     0    44     1     1
 -9.9752113377787011E-01 a       862     0    44     1     2
 -2.1071231574169008E+01 a       863     0    44     1     3
  2.0590233481294351E+01 a       864     0    44     1     4
 -3.9039072393267915E+01 a       865     0    44     1     5
  4.3774804259705169E+00 a       866     0    44     1     6
  2.9981688181496065E+00 a       867     0    44     1     7
  6.0735899491994168E+01 a       868     0    44     1     8
  2.5253444346346434E+00 a       869     0    44     1     9
  6.8849896276896461E-01 a       870     0    44     1    10
 -5.1542636008983533E-01 a       871     0    44     1    11
  1.1063018562468039E+00 a       872     0    44     1    12
 -3.5504951427871134E+01 a       873     0    44     1    13
  2.2680104233583198E+00 a       874     0    44     1    14
 -2.8103529465699834E-01 a       875     0    44     1    15
 -4.0363674093065374E+00 a       876     0    44     1    16
  2.5546216542491383E+01 a       877     0    44     1    17
 -3.8179233864084772E+01 a       878     0    44     1    18
 -5.9909358544537983E-01 a       879     0    44     1    19
 -1.3174053964019469E+01 a       880     0    44     1    20
  2.0343300202234529E+00 a       881     0    45     1     1
 -9.9015987786307802E-01 a       882     0    45     1     2
 -1.3895854811041911E+01 a       883     0    45     1     3
  6.1256555136555679E+00 a       884     0    45     1     4
 -2.6394012888189813E+01 a       885     0    45     1     5
  7.5241680344901940E-01 a       886     0    45     1     6
  3.6113019010522369E+00 a       887     0    45     1     7
  3.8698372385880369E+01 a       888     0    45     1     8
  1.4103744473295392E+00 a       889     0    45     1     9
 -9.1586214423743179E-02 a       890     0    45     1    10
 -5.8875937914073206E-01 a       891     0    45     1    11
  1.0461311521944321E+00 a       892     0    45     1    12
 -3.0783791964766124E+01 a       893     0    45     1    13
  2.2921848916050136E+00 a       894     0    45     1    14
 -5.4397916190029250E-01 a       895     0    45     1    15
 -4.8501153128060803E+00 a       896     0    45     1    16
  1.0270611653679444E+01 a       897     0    45     1    17
 -3.1310260432918501E+01 a       898     0    45     1    18
 -1.3004018957386920E+00 a       899     0    45     1    19
 -1.1021365387001756E+01 a       900     0    45     1    20
 -3.2109978942103928E-01 a       901     0    46     1     1
 -2.8496846959776978E-01 a       902     0    46     1     2
 -6.2729463929492313E-01 a       903     0    46     1     3
  8.1481205454631433E-01 a       904     0    46     1     4
 -6.5633612474040282E-01 a       905     0    46     1     5
 -2.6236676280704345E+00 a       906     0    46     1     6
  2.7273564914618248E-01 a       907     0    46     1     7
 -8.6271606328879069E-01 a       908     0    46     1     8
 -5.9900466262352270E-01 a       909     0    46     1     9
 -3.8121676920710701E-01 a       910     0    46     1    10
  3.0662444270839234E-03 a       911     0    46     1    11
 -4.9181543639124653E-01 a       912     0    46     1    12
  1.8995914120839270E+00 a       913     0    46     1    13
 -2.8033204392101840E-02 a       914     0    46     1    14
 -3.9892338259855459E-01 a       915     0    46     1    15
  2.7574594653379036E-01 a       916     0    46     1    16
 -1.0355252360353742E+00 a       917     0    46     1    17
  5.7514289955841891E-01 a       918     0    46     1    18
  1.3124465783460507E-01 a       919     0    46     1    19
 -5.3933975046961369E-01 a       920     0    46     1    20
  1.1443697735355346E-01 a       921     0    47     1     1
 -1.5982921819568310E-01 a       922     0    47     1     2
  1.3532033788866455E+00 a       923     0    47     1     3
  1.0718094196924446E+00 a       924     0    47     1     4
  1.2648827777184046E+00 a       925     0    47     1     5
  9.2113501264375852E-01 a       926     0    47     1     6
  5.9733647638266618E-01 a       927     0    47     1     7
  3.5673051898546726E+00 a       928     0    47     1     8
  1.2234395777705731E+00 a       929     0    47     1     9
  8.3126625329655368E-01 a       930     0    47     1    10
  7.8884297692214023E-01 a       931     0    47     1    11
  9.1922557599483401E-01 a       932     0    47     1    12
 -1.8933673432689540E+00 a       933     0    47     1    13
 -4.3128158424886837E-01 a       934     0    47     1    14
  1.3726848142496353E+00 a       935     0    47     1    15
  7.2330344020094617E-01 a       936     0    47     1    16
  1.9443866458112599E-01 a       937     0    47     1    17
 -1.0174017044153028E+00 a       938     0    47     1    18
  8.5667485076569816E-01 a       939     0    47     1    19
  1.0899143381265102E+00 a       940     0    47     1    20
  3.7384200811555565E-02 a       941     0    48     1     1
 -1.1805568219472336E-01 a       942     0    48     1     2
  2.0206256171867473E-01 a       943     0    48     1     3
 -2.4517184432834521E-01 a       944     0    48     1     4
 -1.8525039829981194E-01 a       945     0    48     1     5
 -3.8374313251183451E-01 a       946     0    48     1     6
 -1.8798175669659939E-01 a       947     0    48     1     7
  2.4722562235023268E-01 a       948     0    48     1     8
  1.2731995698389600E-01 a       949     0    48     1     9
 -1.8606168051513244E-02 a       950     0    48     1    10
 -3.7951750541142359E-02 a       951     0    48     1    11
 -1.0278418192191906E-02 a       952     0    48     1    12
  5.9254729601358225E-01 a       953     0    48     1    13
  2.9594469618228458E-01 a       954     0    48     1    14
  2.9421027366777741E-01 a       955     0    48     1    15
  2.5078821359030690E-01 a       956     0    48     1    16
  5.3678648755512995E-02 a       957     0    48     1    17
  2.7124622911703750E-01 a       958     0    48     1    18
  4.9684135230775812E-02 a       959     0    48     1    19
 -3.0398277997803996E-01 a       960     0    48     1    20
 -8.5655539765939592E-01 a       961     0    49     1     1
 -6.9141844200754521E-01 a       962     0    49     1     2
 -3.2831193730991730E+00 a       963     0    49     1     3
  3.2114876811254405E+00 a       964     0    49     1     4
 -5.4568092394951497E+00 a       965     0    49     1     5
 -1.1030738668852980E+00 a       966     0    49     1     6
 -1.7030091111284000E+00 a       967     0    49     1     7
 -3.0185581256487199E+00 a       968     0    49     1     8
  2.5484145129300813E+00 a       969     0    49     1     9
  1.3284553435252169E+00 a       970     0    49     1    10
  8.8709954308746430E-01 a       971     0    49     1    11
  3.3136812692472717E-01 a       972     0    49     1    12
 -1.4858374962236816E+00 a       973     0    49     1    13
 -1.2702111527992153E+00 a       974     0    49     1    14
 -2.0355270889917305E+00 a       975     0    49     1    15
 -1.2453049068576401E-01 a       976     0    49     1    16
  3.3216210199501650E+00 a       977     0    49     1    17
 -7.9935885189820999E-01 a       978     0    49     1    18
  5.2860347491526549E-01 a       979     0    49     1    19
  2.1562992550401239E+00 a       980     0    49     1    20
  2.2270789844595873E+00 a       981     0    50     1     1
  9.7008570874009781E-01 a       982     0    50     1     2
  2.1376461634812012E+00 a       983     0    50     1     3
  2.9729033288337914E+00 a       984     0    50     1     4
  5.4020313180665083E+00 a       985     0    50     1     5
  2.7915325359685905E+00 a       986     0    50     1     6
  4.9177727344257125E+00 a       987     0    50     1     7
  1.7370223660957432E+01 a       988     0    50     1     8
  1.6827142492240448E+00 a       989     0    50     1     9
 -3.6294199211689242E+00 a       990     0    50     1    10
  1.6912764048280176E+00 a       991     0    50     1    11
  1.1339993638357631E+00 a       992     0    50     1    12
 -6.7075784674810528E+00 a       993     0    50     1    13
 -1.7775974037576256E+00 a       994     0    50     1    14
  4.0658439684534056E+00 a       995     0    50     1    15
 -3.4922339284811593E-01 a       996     0    50     1    16
 -2.4516639589988021E+00 a       997     0    50     1    17
  4.3948208879207087E+00 a       998     0    50     1    18
 -1.7176350807960925E+00 a       999     0    50     1    19
 -2.3582514252890063E+00 a      1000     0    50     1    20
  5.9448216766060191E-01 a      1001     0    51     1     1
 -1.1426055492530776E+00 a      1002     0    51     1     2
  4.2771164941924250E-01 a      1003     0    51     1     3
 -1.2661989558943079E+00 a      1004     0    51     1     4
 -8.0140973317538489E-01 a      1005     0    51     1     5
  3.7255624223019792E+00 a      1006     0    51     1     6
 -6.7177846327585766E-01 a      1007     0    51     1     7
 -6.7263124076278080E+00 a      1008     0    51     1     8
  1.0652710042502294E+00 a      1009     0    51     1     9
  9.2521380907680462E-01 a      1010     0    51     1    10
 -1.6511649193719609E+00 a      1011     0    51     1    11
 -2.3384547174675521E+00 a      1012     0    51     1    12
  2.9265775358426055E-01 a      1013     0    51     1    13
  5.5540287779353303E-01 a      1014     0    51     1    14
  1.0294450218119626E+00 a      1015     0    51     1    15
  1.6492443766099281E+00 a      1016     0    51     1    16
  9.1535027774653044E-01 a      1017     0    51     1    17
 -1.8084148867021219E+00 a      1018     0    51     1    18
  4.5887334607707814E-01 a      1019     0    51     1    19
  1.1220982881854631E+00 a      1020     0    51     1    20
  2.2657652972682256E+00 a      1021     0    52     1     1
  7.7987629211500342E-01 a      1022     0    52     1     2
  7.7216819323405899E+00 a      1023     0    52     1     3
 -1.4139606100528801E+00 a      1024     0    52     1     4
  1.0528979295432142E+01 a      1025     0    52     1     5
  1.8365480572026826E+01 a      1026     0    52     1     6
  6.6010466605901930E-01 a      1027     0    52     1     7
  3.2048826378756141E+00 a      1028     0    52     1     8
 -4.7405940497076831E+00 a      1029     0    52     1     9
 -1.1278646603618649E+00 a      1030     0    52     1    10
 -3.2572964622739158E+00 a      1031     0    52     1    11
 -5.8498330830894374E-01 a      1032     0    52     1    12
 -8.3525758550486540E+00 a      1033     0    52     1    13
  3.9548397639265410E-02 a      1034     0    52     1    14
  3.4659861036554833E+00 a      1035     0    52     1    15
 -1.4059885664122407E+00 a      1036     0    52     1    16
 -1.7884029913727177E+00 a      1037     0    52     1    17
  1.5104264311704305E+00 a      1038     0    52     1    18
  4.7039127512933210E-01 a      1039     0    52     1    19
 -1.1938145413948897E+00 a      1040     0    52     1    20
 -5.8762295099523758E+00 a      1041     0    53     1     1
 -3.3667347418616966E-01 a      1042     0    53     1     2
 -1.2848392927341374E+01 a      1043     0    53     1     3
 -7.5783716795212035E+00 a      1044     0    53     1     4
 -1.3239312560822908E+01 a      1045     0    53     1     5
 -4.9827760202420270E+00 a      1046     0    53     1     6
 -1.0154016508648665E+01 a      1047     0    53     1     7
 -3.4127288302974833E+01 a      1048     0    53     1     8
 -2.9581930965044916E+00 a      1049     0    53     1     9
  9.0204451209997210E+00 a      1050     0    53     1    10
  3.1043251956745546E+00 a      1051     0    53     1    11
  3.0968259318567708E+00 a      1052     0    53     1    12
  1.9505652600347148E+01 a      1053     0    53     1    13
  5.7804495583111859E-01 a      1054     0    53     1    14
 -6.3228679827871206E+00 a      1055     0    53     1    15
 -5.4942384193696956E+00 a      1056     0    53     1    16
  1.2416423878548477E+01 a      1057     0    53     1    17
 -6.9569164922420459E+00 a      1058     0    53     1    18
  2.2692446489943116E-01 a      1059     0    53     1    19
  7.3420705853350876E+00 a      1060     0    53     1    20
 -3.6011289844040378E-01 a      1061     0    54     1     1
  8.7817761432040864E-01 a      1062     0    54     1     2
 -8.4461769275247012E-02 a      1063     0    54     1     3
  4.2109628714873830E+00 a      1064     0    54     1     4
  9.0893623501436593E-01 a      1065     0    54     1     5
 -3.4932435084918780E+00 a      1066     0    54     1     6
